Date,State,Max Demand Met,Shortage During Peak,Energy Met,Drawl Schedule,OD(+) / UD(-),Max OD,Energy Shortage
2020-10-21 00:00:00,WR Maharashtra,19172,0,419.9,119,-4.3,544,0
2020-10-21 00:00:00,West Bengal,,,,,,,
2020-10-22 00:00:00,Andhra Pradesh,7395,0,151.7,70.6,0.1,334,0
2020-10-22 00:00:00,Arunachal Pradesh,123,3,2.2,2.2,0,28,0
2020-10-22 00:00:00,Assam,1930,46,33.9,30.7,0.2,152,0
2020-10-22 00:00:00,Bihar,5840,0,110.8,106.2,-0.2,330,0
2020-10-22 00:00:00,Chandigarh,195,0,3.4,3.4,0.1,22,0
2020-10-22 00:00:00,Chhattisgarh,3755,0,84.6,35.8,-0.4,233,0
2020-10-22 00:00:00,DD,350,0,7.8,7.6,0.2,22,0
2020-10-22 00:00:00,DNH,773,0,16.5,16.6,-0.1,33,0
2020-10-22 00:00:00,DVC,3566,0,65.8,-49.1,-0.2,354,0
2020-10-22 00:00:00,Delhi,3793,0,76,58.6,0.3,169,0
2020-10-22 00:00:00,ER Odisha,4635,0,95.1,13.5,-0.5,515,0
2020-10-22 00:00:00,Essar steel,,,,,,,
2020-10-22 00:00:00,Goa,547,0,11.3,11,-0.3,45,0
2020-10-22 00:00:00,Gujarat,16091,0,357.1,67.9,1.8,422,0
2020-10-22 00:00:00,HP,1481,0,29.3,16.1,0.6,167,0
2020-10-22 00:00:00,Haryana,7073,0,150.4,126.9,0.3,193,0
2020-10-22 00:00:00,J&K(UT) & Ladakh(UT),2279,0,44.8,33.6,0.4,180,0
2020-10-22 00:00:00,Jharkhand,1477,0,29.3,23.1,-2.1,46,0
2020-10-22 00:00:00,Kerala,3377,0,69.8,39.1,1.6,220,0
2020-10-22 00:00:00,MP,11129,0,245.6,146.5,-1.1,412,0
2020-10-22 00:00:00,Manipur,180,4,2.5,2.4,0.1,75,0
2020-10-22 00:00:00,Mizoram,99,1,1.7,0.9,0.5,25,0
2020-10-22 00:00:00,NER Meghalaya,324,0,5.8,2,-0.3,31,0
2020-10-22 00:00:00,NR UP,16632,310,322.6,124,-0.2,423,0.7
2020-10-22 00:00:00,Nagaland,132,2,2.4,2.3,-0.1,17,0
2020-10-22 00:00:00,Puducherry,377,0,7.6,8,-0.4,14,0
2020-10-22 00:00:00,Punjab,6874,0,137.6,104.7,-1,115,0
2020-10-22 00:00:00,Rajasthan,11679,0,240.6,89.2,0.8,391,0
2020-10-22 00:00:00,SR Karnataka,7206,0,142,54.2,0.6,527,0
2020-10-22 00:00:00,Sikkim,90,0,1.3,1.4,-0.1,37,0
2020-10-22 00:00:00,Tamil Nadu,13406,0,286.4,149.2,-3.7,445,0
2020-10-22 00:00:00,Telangana,6372,0,134.3,43.3,-0.2,380,0
2020-10-22 00:00:00,Tripura,276,6,4.9,4.8,-0.1,55,0
2020-10-22 00:00:00,Uttarakhand,1848,0,36.8,24.1,0.4,131,0
2020-10-22 00:00:00,WR Maharashtra,19341,0,424.7,119.7,1.9,626,0
2020-10-22 00:00:00,West Bengal,8329,0,170.3,51.3,0.9,457,0
2020-10-23 00:00:00,Andhra Pradesh,7442,0,154,73.2,-0.2,717,0
2020-10-23 00:00:00,Arunachal Pradesh,120,1,2.1,2.2,-0.1,13,0
2020-10-23 00:00:00,Assam,1693,254,30.3,29.2,-1.7,112,2.1
2020-10-23 00:00:00,Bihar,5845,0,109.7,107,-1.6,170,0
2020-10-23 00:00:00,Chandigarh,189,0,3.4,3.4,0,18,0
2020-10-23 00:00:00,Chhattisgarh,3740,0,84.1,35.2,-0.7,218,0
2020-10-23 00:00:00,DD,349,0,7.8,7.6,0.3,52,0
2020-10-23 00:00:00,DNH,761,0,16.7,16.8,-0.1,34,0
2020-10-23 00:00:00,DVC,3276,0,65.6,-50.2,-0.2,260,0
2020-10-23 00:00:00,Delhi,3791,0,75.9,58.3,0.1,186,0
2020-10-23 00:00:00,ER Odisha,4744,0,95,13.7,-0.4,380,0
2020-10-23 00:00:00,Essar steel,,,,,,,
2020-10-23 00:00:00,Goa,492,0,10.6,10.1,-0.1,88,0
2020-10-23 00:00:00,Gujarat,16259,0,359.7,74,2.6,408,0
2020-10-23 00:00:00,HP,1462,0,29.5,17,0.4,165,0
2020-10-23 00:00:00,Haryana,6859,0,148.5,126.8,0.7,322,0
2020-10-23 00:00:00,J&K(UT) & Ladakh(UT),2510,0,47.4,34.4,3.7,636,0
2020-10-23 00:00:00,Jharkhand,1503,0,29.4,23.1,-2,345,0
2020-10-23 00:00:00,Kerala,3367,0,67.6,38.8,-0.2,199,0
2020-10-23 00:00:00,MP,11243,0,245.7,148.9,-1.6,524,0
2020-10-23 00:00:00,Manipur,188,2,2.6,2.6,0,27,0
2020-10-23 00:00:00,Mizoram,102,1,1.6,1,0.4,12,0
2020-10-23 00:00:00,NER Meghalaya,336,0,5.8,1.6,-0.7,45,0
2020-10-23 00:00:00,NR UP,16906,0,324.9,126.5,-0.7,281,0
2020-10-23 00:00:00,Nagaland,144,2,2.4,2.3,-0.1,38,0
2020-10-23 00:00:00,Puducherry,372,0,7.6,8,-0.4,15,0
2020-10-23 00:00:00,Punjab,6400,0,131.6,98.1,-0.2,154,0
2020-10-23 00:00:00,Rajasthan,11617,0,242.2,85.7,1.6,394,0
2020-10-23 00:00:00,SR Karnataka,7284,0,146.2,53.3,-0.3,580,0
2020-10-23 00:00:00,Sikkim,91,0,1.3,1.4,-0.1,19,0
2020-10-23 00:00:00,Tamil Nadu,13439,0,287.4,145.4,-3.8,356,0
2020-10-23 00:00:00,Telangana,6495,0,139.4,43.5,-0.1,354,0
2020-10-23 00:00:00,Tripura,227,11,4.3,4.1,-0.6,20,0
2020-10-23 00:00:00,Uttarakhand,1751,0,37,23.5,1.7,159,0
2020-10-23 00:00:00,WR Maharashtra,18922,0,419.3,128.6,-1.4,595,0
2020-10-23 00:00:00,West Bengal,7694,0,155,40.9,0.3,160,0
2020-10-24 00:00:00,Andhra Pradesh,7450,0,162.2,66.9,-0.1,370,0
2020-10-24 00:00:00,Arunachal Pradesh,104,1,1.9,2.3,-0.4,12,0
2020-10-24 00:00:00,Assam,1241,7,20.2,17.9,-0.9,87,0
2020-10-24 00:00:00,Bihar,5298,0,102.9,99.9,-1.7,344,0
2020-10-24 00:00:00,Chandigarh,183,0,3.2,3.1,0.1,21,0
2020-10-24 00:00:00,Chhattisgarh,3518,0,80.5,29.4,-0.4,332,0
2020-10-24 00:00:00,DD,324,0,7.4,7.3,0.1,43,0
2020-10-24 00:00:00,DNH,761,0,17.3,17.4,-0.1,49,0
2020-10-24 00:00:00,DVC,3091,0,65.9,-48.8,0.6,310,0
2020-10-24 00:00:00,Delhi,3462,0,70.8,52.7,0.5,144,0
2020-10-24 00:00:00,ER Odisha,4561,0,93.5,15.1,-0.5,357,0
2020-10-24 00:00:00,Essar steel,,,,,,,
2020-10-24 00:00:00,Goa,452,22,9.6,9.2,-0.1,73,0.1
2020-10-24 00:00:00,Gujarat,15672,0,344.3,71.4,3.4,560,0
2020-10-24 00:00:00,HP,1495,0,29.5,18.3,0.2,116,0
2020-10-24 00:00:00,Haryana,6617,0,143.1,128.6,0.4,184,0
2020-10-24 00:00:00,J&K(UT) & Ladakh(UT),2545,0,46.9,35.3,2.4,436,0
2020-10-24 00:00:00,Jharkhand,1382,0,28.4,21.8,-1.8,80,0
2020-10-24 00:00:00,Kerala,3235,0,65.8,40.2,0,276,0
2020-10-24 00:00:00,MP,11699,0,252.2,148.6,-2.3,362,0
2020-10-24 00:00:00,Manipur,181,1,2.4,2.5,-0.1,19,0
2020-10-24 00:00:00,Mizoram,104,1,1.3,0.7,0.2,15,0
2020-10-24 00:00:00,NER Meghalaya,318,2,5.7,-0.2,-0.3,41,0
2020-10-24 00:00:00,NR UP,16136,90,308.3,123.8,-1.6,386,0.1
2020-10-24 00:00:00,Nagaland,136,1,2.4,2.1,0,8,0
2020-10-24 00:00:00,Puducherry,353,0,7.4,7.9,-0.6,22,0
2020-10-24 00:00:00,Punjab,5762,0,120.5,86.7,-0.2,93,0
2020-10-24 00:00:00,Rajasthan,12007,0,239.5,91.2,1.4,436,0
2020-10-24 00:00:00,SR Karnataka,7327,0,143.3,53.7,-0.9,593,0
2020-10-24 00:00:00,Sikkim,84,0,1.2,1.4,-0.1,25,0
2020-10-24 00:00:00,Tamil Nadu,13106,0,287.3,156.5,-0.7,880,0
2020-10-24 00:00:00,Telangana,6789,0,144.9,42.2,-1.5,568,0
2020-10-24 00:00:00,Tripura,250,2,3.9,3.6,-0.6,14,0
2020-10-24 00:00:00,Uttarakhand,1803,0,35.6,24.8,0,172,0
2020-10-24 00:00:00,WR Maharashtra,18615,0,415.6,119.2,-1.3,591,0
2020-10-24 00:00:00,West Bengal,6139,0,121.1,31,0.1,298,0
2020-10-25 00:00:00,Andhra Pradesh,7450,0,162.2,66.9,-0.1,370,0
2020-10-25 00:00:00,Arunachal Pradesh,104,1,1.9,2.3,-0.4,12,0
2020-10-25 00:00:00,Assam,1241,7,20.2,17.9,-0.9,87,0
2020-10-25 00:00:00,Bihar,5298,0,102.9,99.9,-1.7,344,0
2020-10-25 00:00:00,Chandigarh,183,0,3.2,3.1,0.1,21,0
2020-10-25 00:00:00,Chhattisgarh,3518,0,80.5,29.4,-0.4,332,0
2020-10-25 00:00:00,DD,324,0,7.4,7.3,0.1,43,0
2020-10-25 00:00:00,DNH,761,0,17.3,17.4,-0.1,49,0
2020-10-25 00:00:00,DVC,3091,0,65.9,-48.8,0.6,310,0
2020-10-25 00:00:00,Delhi,3462,0,70.8,52.7,0.5,144,0
2020-10-25 00:00:00,ER Odisha,4561,0,93.5,15.1,-0.5,357,0
2020-10-25 00:00:00,Essar steel,,,,,,,
2020-10-25 00:00:00,Goa,452,22,9.6,9.2,-0.1,73,0.1
2020-10-25 00:00:00,Gujarat,15672,0,344.3,71.4,3.4,560,0
2020-10-25 00:00:00,HP,1495,0,29.5,18.3,0.2,116,0
2020-10-25 00:00:00,Haryana,6617,0,143.1,128.6,0.4,184,0
2020-10-25 00:00:00,J&K(UT) & Ladakh(UT),2545,0,46.9,35.3,2.4,436,0
2020-10-25 00:00:00,Jharkhand,1382,0,28.4,21.8,-1.8,80,0
2020-10-25 00:00:00,Kerala,3235,0,65.8,40.2,0,276,0
2020-10-25 00:00:00,MP,11699,0,252.2,148.6,-2.3,362,0
2020-10-25 00:00:00,Manipur,181,1,2.4,2.5,-0.1,19,0
2020-10-25 00:00:00,Mizoram,104,1,1.3,0.7,0.2,15,0
2020-10-25 00:00:00,NER Meghalaya,318,2,5.7,-0.2,-0.3,41,0
2020-10-25 00:00:00,NR UP,16136,90,308.3,123.8,-1.6,386,0.1
2020-10-25 00:00:00,Nagaland,136,1,2.4,2.1,0,8,0
2020-10-25 00:00:00,Puducherry,353,0,7.4,7.9,-0.6,22,0
2020-10-25 00:00:00,Punjab,5762,0,120.5,86.7,-0.2,93,0
2020-10-25 00:00:00,Rajasthan,12007,0,239.5,91.2,1.4,436,0
2020-10-25 00:00:00,SR Karnataka,7327,0,143.3,53.7,-0.9,593,0
2020-10-25 00:00:00,Sikkim,84,0,1.2,1.4,-0.1,25,0
2020-10-25 00:00:00,Tamil Nadu,13106,0,287.3,156.5,-0.7,880,0
2020-10-25 00:00:00,Telangana,6789,0,144.9,42.2,-1.5,568,0
2020-10-25 00:00:00,Tripura,250,2,3.9,3.6,-0.6,14,0
2020-10-25 00:00:00,Uttarakhand,1803,0,35.6,24.8,0,172,0
2020-10-25 00:00:00,WR Maharashtra,18615,0,415.6,119.2,-1.3,591,0
2020-10-25 00:00:00,West Bengal,6139,0,121.1,31,0.1,298,0
2020-10-26 00:00:00,Andhra Pradesh,7171,0,158.4,68.8,-1.5,346,0
2020-10-26 00:00:00,Arunachal Pradesh,111,2,1.9,2.1,-0.1,37,0
2020-10-26 00:00:00,Assam,1379,7,21.8,18.6,-0.4,117,0
2020-10-26 00:00:00,Bihar,4887,0,91.5,90.6,-3.3,571,0
2020-10-26 00:00:00,Chandigarh,153,0,2.9,3,-0.1,21,0
2020-10-26 00:00:00,Chhattisgarh,3433,0,78.9,29,-0.8,181,0
2020-10-26 00:00:00,DD,301,0,4.1,4.7,-0.6,30,0
2020-10-26 00:00:00,DNH,740,0,16,16.1,-0.1,41,0
2020-10-26 00:00:00,DVC,2859,0,60.3,-44,-1,352,0
2020-10-26 00:00:00,Delhi,3001,0,62.6,45.5,0.5,124,0
2020-10-26 00:00:00,ER Odisha,4203,0,89.1,16.4,-0.1,422,0
2020-10-26 00:00:00,Essar steel,,,,,,,
2020-10-26 00:00:00,Goa,392,0,8.4,8.1,-0.2,62,0
2020-10-26 00:00:00,Gujarat,14132,0,324.4,68.4,2,550,0
2020-10-26 00:00:00,HP,1323,0,25.2,14.1,0.4,118,0
2020-10-26 00:00:00,Haryana,5878,0,126,114.8,0.3,310,0
2020-10-26 00:00:00,J&K(UT) & Ladakh(UT),2506,0,45,35.8,-0.1,254,0
2020-10-26 00:00:00,Jharkhand,1341,0,27.1,21.1,-2.4,37,0
2020-10-26 00:00:00,Kerala,3079,0,62,39,-0.2,280,0
2020-10-26 00:00:00,MP,11815,0,247.7,145.5,-2.2,256,0
2020-10-26 00:00:00,Manipur,196,0,2.5,2.4,0,28,0
2020-10-26 00:00:00,Mizoram,91,3,1.4,0.6,0.5,40,0
2020-10-26 00:00:00,NER Meghalaya,301,0,5.5,-0.7,-0.4,21,0
2020-10-26 00:00:00,NR UP,14982,0,292.1,124.8,-1.5,471,0
2020-10-26 00:00:00,Nagaland,128,2,2.2,2.1,-0.1,11,0
2020-10-26 00:00:00,Puducherry,291,0,6.2,6.7,-0.5,43,0
2020-10-26 00:00:00,Punjab,5552,0,112.1,88.3,-1.1,135,0
2020-10-26 00:00:00,Rajasthan,11647,0,233.1,87.2,-0.1,684,0
2020-10-26 00:00:00,SR Karnataka,6926,0,135.1,52.9,-1.4,490,0
2020-10-26 00:00:00,Sikkim,68,0,1,1.3,-0.2,16,0
2020-10-26 00:00:00,Tamil Nadu,11901,0,263.4,166,-1.8,323,0
2020-10-26 00:00:00,Telangana,6678,0,137,35.9,-0.5,490,0
2020-10-26 00:00:00,Tripura,267,1,4.4,4.2,-0.3,80,0
2020-10-26 00:00:00,Uttarakhand,1606,0,31.6,21,0.4,129,0
2020-10-26 00:00:00,WR Maharashtra,17432,0,376.1,114,-1.8,538,0
2020-10-26 00:00:00,West Bengal,6197,0,118.4,30.6,-0.2,351,0
2020-10-27 00:00:00,Andhra Pradesh,7558,0,165.1,70.9,-0.3,347,0
2020-10-27 00:00:00,Arunachal Pradesh,114,1,2.1,2,0.1,28,0
2020-10-27 00:00:00,Assam,1468,5,23.6,20.1,0,169,0
2020-10-27 00:00:00,Bihar,4506,0,81.8,82.1,-4,447,0
2020-10-27 00:00:00,Chandigarh,180,0,3.1,3.1,0,33,0
2020-10-27 00:00:00,Chhattisgarh,3466,0,77.8,27,-0.5,316,0
2020-10-27 00:00:00,DD,335,0,6.4,6.4,0,34,0
2020-10-27 00:00:00,DNH,773,0,16.5,17,-0.5,43,0
2020-10-27 00:00:00,DVC,2724,0,57.9,-43.8,0.7,283,0
2020-10-27 00:00:00,Delhi,3570,0,70.1,51.9,0.3,189,0
2020-10-27 00:00:00,ER Odisha,3898,0,85.2,14.9,0.3,423,0
2020-10-27 00:00:00,Essar steel,,,,,,,
2020-10-27 00:00:00,Goa,527,0,9.2,8.9,-0.3,116,0
2020-10-27 00:00:00,Gujarat,16019,0,347,76.2,1.3,360,0
2020-10-27 00:00:00,HP,1503,0,28,17.3,0.5,222,0
2020-10-27 00:00:00,Haryana,6295,0,130.7,119.7,0.5,189,0
2020-10-27 00:00:00,J&K(UT) & Ladakh(UT),2258,0,44.7,35.5,0.3,268,0
2020-10-27 00:00:00,Jharkhand,1368,0,24.3,20.5,-3.1,39,0
2020-10-27 00:00:00,Kerala,3404,0,67.9,42.6,0.9,300,0
2020-10-27 00:00:00,MP,11813,0,247.7,147.8,-4.2,393,0
2020-10-27 00:00:00,Manipur,208,1,2.6,2.5,0.1,31,0
2020-10-27 00:00:00,Mizoram,99,1,1.5,0.7,0.6,18,0
2020-10-27 00:00:00,NER Meghalaya,317,0,5.9,-0.9,0.1,24,0
2020-10-27 00:00:00,NR UP,15691,0,290.6,120.3,0.8,511,0
2020-10-27 00:00:00,Nagaland,130,2,2.3,2.1,0,9,0
2020-10-27 00:00:00,Puducherry,366,0,7.2,7.6,-0.5,35,0
2020-10-27 00:00:00,Punjab,5658,0,113.5,77.3,-0.8,208,0
2020-10-27 00:00:00,Rajasthan,12018,0,238.1,89.2,1,445,0
2020-10-27 00:00:00,SR Karnataka,6902,0,136,48.5,0.7,516,0
2020-10-27 00:00:00,Sikkim,56,0,0.7,1.5,-0.8,3,0
2020-10-27 00:00:00,Tamil Nadu,13418,0,285.5,177.3,1,586,0
2020-10-27 00:00:00,Telangana,6985,0,143.8,39.6,1.5,715,0
2020-10-27 00:00:00,Tripura,269,1,4.6,4.2,-0.4,36,0
2020-10-27 00:00:00,Uttarakhand,1753,0,33.8,23.3,1.1,154,0
2020-10-27 00:00:00,WR Maharashtra,18940,0,407.3,122.5,-1.5,488,0
2020-10-27 00:00:00,West Bengal,6020,0,120.3,32,0.1,439,0
2020-10-28 00:00:00,Andhra Pradesh,,,,,,,
2020-10-28 00:00:00,Arunachal Pradesh,,,,,,,
2020-10-28 00:00:00,Assam,,,,,,,
2020-10-28 00:00:00,Bihar,,,,,,,
2020-10-28 00:00:00,Chandigarh,,,,,,,
2020-10-28 00:00:00,Chhattisgarh,,,,,,,
2020-10-28 00:00:00,DD,,,,,,,
2020-10-28 00:00:00,DNH,,,,,,,
2020-10-28 00:00:00,DVC,,,,,,,
2020-10-28 00:00:00,Delhi,,,,,,,
2020-10-28 00:00:00,ER Odisha,,,,,,,
2020-10-28 00:00:00,Essar steel,,,,,,,
2020-10-28 00:00:00,Goa,,,,,,,
2020-10-28 00:00:00,Gujarat,,,,,,,
2020-10-28 00:00:00,HP,,,,,,,
2020-10-28 00:00:00,Haryana,,,,,,,
2020-10-28 00:00:00,J&K(UT) & Ladakh(UT),,,,,,,
2020-10-28 00:00:00,Jharkhand,,,,,,,
2020-10-28 00:00:00,Kerala,,,,,,,
2020-10-28 00:00:00,MP,,,,,,,
2020-10-28 00:00:00,Manipur,,,,,,,
2020-10-28 00:00:00,Mizoram,,,,,,,
2020-10-28 00:00:00,NER Meghalaya,,,,,,,
2020-10-28 00:00:00,NR UP,,,,,,,
2020-10-28 00:00:00,Nagaland,,,,,,,
2020-10-28 00:00:00,Puducherry,,,,,,,
2020-10-28 00:00:00,Punjab,,,,,,,
2020-10-28 00:00:00,Rajasthan,,,,,,,
2020-10-28 00:00:00,SR Karnataka,,,,,,,
2020-10-28 00:00:00,Sikkim,,,,,,,
2020-10-28 00:00:00,Tamil Nadu,,,,,,,
2020-10-28 00:00:00,Telangana,,,,,,,
2020-10-28 00:00:00,Tripura,,,,,,,
2020-10-28 00:00:00,Uttarakhand,,,,,,,
2020-10-28 00:00:00,WR Maharashtra,,,,,,,
2020-10-28 00:00:00,West Bengal,,,,,,,
2020-10-29 00:00:00,Andhra Pradesh,8128,0,170.9,77.2,-0.3,566,0
2020-10-29 00:00:00,Arunachal Pradesh,113,1,2.1,2.1,0,38,0
2020-10-29 00:00:00,Assam,1759,6,30.9,27.2,0.7,149,0
2020-10-29 00:00:00,Bihar,4775,0,79.2,79.2,-1,481,0
2020-10-29 00:00:00,Chandigarh,176,0,3.1,3,0.1,26,0
2020-10-29 00:00:00,Chhattisgarh,3610,0,77,35.4,1.1,551,0
2020-10-29 00:00:00,DD,345,0,7.7,7.5,0.2,31,0
2020-10-29 00:00:00,DNH,789,0,18.1,18.1,0,38,0
2020-10-29 00:00:00,DVC,3694,0,64,-41.6,0.3,227,0
2020-10-29 00:00:00,Delhi,3474,0,66.7,49.8,-0.5,193,0
2020-10-29 00:00:00,ER Odisha,4199,0,76.1,1.8,-0.7,393,0
2020-10-29 00:00:00,Essar steel,,,,,,,
2020-10-29 00:00:00,Goa,418,0,9.4,9.2,-0.3,45,0
2020-10-29 00:00:00,Gujarat,16369,0,357.4,77.1,3.5,563,0
2020-10-29 00:00:00,HP,1510,0,29.5,19.6,-0.4,59,0
2020-10-29 00:00:00,Haryana,6116,0,131.3,120.5,-0.2,133,0
2020-10-29 00:00:00,J&K(UT) & Ladakh(UT),2215,0,45.6,40.8,-0.2,295,0
2020-10-29 00:00:00,Jharkhand,1372,0,25,21,-0.9,104,0
2020-10-29 00:00:00,Kerala,3541,0,71.6,47.7,-0.4,269,0
2020-10-29 00:00:00,MP,12429,0,259.5,156.3,-2.5,593,0
2020-10-29 00:00:00,Manipur,209,0,2.6,2.7,0,21,0
2020-10-29 00:00:00,Mizoram,98,1,1.6,0.7,0.6,13,0
2020-10-29 00:00:00,NER Meghalaya,338,0,5.7,1.1,-0.1,42,0
2020-10-29 00:00:00,NR UP,14820,250,282.9,122.7,-1.3,498,0.5
2020-10-29 00:00:00,Nagaland,132,2,2.3,2.3,-0.2,10,0
2020-10-29 00:00:00,Puducherry,371,0,7.6,7.9,-0.4,13,0
2020-10-29 00:00:00,Punjab,5642,0,114.3,91.8,-0.9,143,0
2020-10-29 00:00:00,Rajasthan,12465,0,242.3,90.8,-0.3,364,0
2020-10-29 00:00:00,SR Karnataka,8697,0,166.9,58.5,-1.4,722,0
2020-10-29 00:00:00,Sikkim,93,0,1.2,1.2,0,48,0
2020-10-29 00:00:00,Tamil Nadu,14463,0,311.5,189.4,0.7,657,0
2020-10-29 00:00:00,Telangana,7382,0,156.3,43.2,-1.2,423,0
2020-10-29 00:00:00,Tripura,288,3,5.1,5,-0.2,26,0
2020-10-29 00:00:00,Uttarakhand,1801,0,35.8,25.8,0.6,133,0
2020-10-29 00:00:00,WR Maharashtra,19407,0,427.6,130.2,-3.2,545,0
2020-10-29 00:00:00,West Bengal,7598,0,137.1,37,0.5,314,0
2020-10-30 00:00:00,Andhra Pradesh,8315,0,175,79.1,0.4,671,0
2020-10-30 00:00:00,Arunachal Pradesh,113,1,2.2,2.1,0.1,17,0
2020-10-30 00:00:00,Assam,1727,6,30.7,27.4,0.2,92,0
2020-10-30 00:00:00,Bihar,4827,0,80.8,81,-1,357,0
2020-10-30 00:00:00,Chandigarh,178,0,3.1,3,0.1,23,0
2020-10-30 00:00:00,Chhattisgarh,3485,0,76,24.9,-0.6,179,0
2020-10-30 00:00:00,DD,342,0,7.7,7.4,0.3,27,0
2020-10-30 00:00:00,DNH,803,0,18.4,18.1,0.3,86,0
2020-10-30 00:00:00,DVC,3016,0,64.4,-42.8,0.1,328,0
2020-10-30 00:00:00,Delhi,3503,0,65.8,48.4,-0.4,191,0
2020-10-30 00:00:00,ER Odisha,4160,0,78.3,10,-0.8,285,0
2020-10-30 00:00:00,Essar steel,,,,,,,
2020-10-30 00:00:00,Goa,491,0,9.5,9.1,-0.1,102,0
2020-10-30 00:00:00,Gujarat,16146,0,355.7,73.8,4,507,0
2020-10-30 00:00:00,HP,1556,0,30,20.9,-0.6,75,0
2020-10-30 00:00:00,Haryana,6097,0,129.8,118.9,-0.2,141,0
2020-10-30 00:00:00,J&K(UT) & Ladakh(UT),2414,0,45.4,40.3,-0.1,414,0
2020-10-30 00:00:00,Jharkhand,1248,0,25.4,20.5,-1.5,155,0
2020-10-30 00:00:00,Kerala,3589,0,72.4,48.3,-0.5,237,0
2020-10-30 00:00:00,MP,12760,0,263.1,155.7,-2.8,525,0
2020-10-30 00:00:00,Manipur,203,1,2.6,2.7,-0.1,14,0
2020-10-30 00:00:00,Mizoram,100,0,1.6,0.7,0.6,20,0
2020-10-30 00:00:00,NER Meghalaya,330,0,5.8,1.6,-0.2,55,0
2020-10-30 00:00:00,NR UP,15145,290,282.3,125.2,0.5,405,1.1
2020-10-30 00:00:00,Nagaland,134,2,2.4,2.2,-0.1,13,0
2020-10-30 00:00:00,Puducherry,376,0,7.5,7.8,-0.2,36,0
2020-10-30 00:00:00,Punjab,5870,0,115.7,94.9,-0.1,110,0
2020-10-30 00:00:00,Rajasthan,12645,0,241.5,89.6,-1.6,338,0
2020-10-30 00:00:00,SR Karnataka,9180,0,175.4,62.8,0.2,514,0
2020-10-30 00:00:00,Sikkim,88,0,1.3,1.3,0,20,0
2020-10-30 00:00:00,Tamil Nadu,14556,0,317,192,-0.5,468,0
2020-10-30 00:00:00,Telangana,7615,0,158.8,42.7,-0.2,449,0
2020-10-30 00:00:00,Tripura,283,2,5.2,5.3,-0.1,58,0
2020-10-30 00:00:00,Uttarakhand,1779,0,36,25.7,1.1,158,0
2020-10-30 00:00:00,WR Maharashtra,19006,0,421.2,127.3,-2.3,509,0
2020-10-30 00:00:00,West Bengal,7396,0,135.3,35.4,0,322,0
2020-10-31 00:00:00,Andhra Pradesh,8315,0,175,79.1,0.4,671,0
2020-10-31 00:00:00,Arunachal Pradesh,113,1,2.2,2.1,0.1,17,0
2020-10-31 00:00:00,Assam,1727,6,30.7,27.4,0.2,92,0
2020-10-31 00:00:00,Bihar,4827,0,80.8,81,-1,357,0
2020-10-31 00:00:00,Chandigarh,178,0,3.1,3,0.1,23,0
2020-10-31 00:00:00,Chhattisgarh,3485,0,76,24.9,-0.6,179,0
2020-10-31 00:00:00,DD,342,0,7.7,7.4,0.3,27,0
2020-10-31 00:00:00,DNH,803,0,18.4,18.1,0.3,86,0
2020-10-31 00:00:00,DVC,3016,0,64.4,-42.8,0.1,328,0
2020-10-31 00:00:00,Delhi,3503,0,65.8,48.4,-0.4,191,0
2020-10-31 00:00:00,ER Odisha,4160,0,78.3,10,-0.8,285,0
2020-10-31 00:00:00,Essar steel,,,,,,,
2020-10-31 00:00:00,Goa,491,0,9.5,9.1,-0.1,102,0
2020-10-31 00:00:00,Gujarat,16146,0,355.7,73.8,4,507,0
2020-10-31 00:00:00,HP,1556,0,30,20.9,-0.6,75,0
2020-10-31 00:00:00,Haryana,6097,0,129.8,118.9,-0.2,141,0
2020-10-31 00:00:00,J&K(UT) & Ladakh(UT),2414,0,45.4,40.3,-0.1,414,0
2020-10-31 00:00:00,Jharkhand,1248,0,25.4,20.5,-1.5,155,0
2020-10-31 00:00:00,Kerala,3589,0,72.4,48.3,-0.5,237,0
2020-10-31 00:00:00,MP,12760,0,263.1,155.7,-2.8,525,0
2020-10-31 00:00:00,Manipur,203,1,2.6,2.7,-0.1,14,0
2020-10-31 00:00:00,Mizoram,100,0,1.6,0.7,0.6,20,0
2020-10-31 00:00:00,NER Meghalaya,330,0,5.8,1.6,-0.2,55,0
2020-10-31 00:00:00,NR UP,15145,290,282.3,125.2,0.5,405,1.1
2020-10-31 00:00:00,Nagaland,134,2,2.4,2.2,-0.1,13,0
2020-10-31 00:00:00,Puducherry,376,0,7.5,7.8,-0.2,36,0
2020-10-31 00:00:00,Punjab,5870,0,115.7,94.9,-0.1,110,0
2020-10-31 00:00:00,Rajasthan,12645,0,241.5,89.6,-1.6,338,0
2020-10-31 00:00:00,SR Karnataka,9180,0,175.4,62.8,0.2,514,0
2020-10-31 00:00:00,Sikkim,88,0,1.3,1.3,0,20,0
2020-10-31 00:00:00,Tamil Nadu,14556,0,317,192,-0.5,468,0
2020-10-31 00:00:00,Telangana,7615,0,158.8,42.7,-0.2,449,0
2020-10-31 00:00:00,Tripura,283,2,5.2,5.3,-0.1,58,0
2020-10-31 00:00:00,Uttarakhand,1779,0,36,25.7,1.1,158,0
2020-10-31 00:00:00,WR Maharashtra,19006,0,421.2,127.3,-2.3,509,0
2020-10-31 00:00:00,West Bengal,7396,0,135.3,35.4,0,322,0
2020-11-01 00:00:00,Andhra Pradesh,8820,0,178.9,82.8,-0.1,408,0
